County,Resource Type,Organization,Website,Phone,Address
Lehigh,Primary Care Physician Office/Health Center,LVPG Adult and Pediatric Psychiatry,https://www.lvhn.org/locations/lvpg-adult-and-pediatric-psychiatry-1259-cedar-crest,(610) 402-5900,"1259 S Cedar Crest Blvd.Suite 230Allentown, PA 18103-6376"
Bucks,Primary Care Physician Office/Health Center,LVPG Family Medicine- Richland Township,,,"Health Center at Richland Township320 W Pumping Station Road, Suite 3Quakertown, PA 18951-2345"
Monroe,Primary Care Physician Office/Health Center,LVPG Family Medicine- Stroudsburg,,,"205 Applegate RoadSuite 101Stroudsburg, PA 18360-6502"
Monroe,Primary Care Physician Office/Health Center,LVPG Family Medicine- West End,,,"120 Burrus Blvd.Suite 200Brodheadsville, PA 18322"
Luzerne,Primary Care Physician Office/Health Center,LVPG Pediatrics-Hazleton,,,"564 W Broad St.Hazleton, PA 18201"
Lycoming,College/University,Lycoming College,https://www.lycoming.edu/,(570) 321-4000,"700 College PlaceWilliamsport, PA 17701"
Lycoming,College Counseling Center,Lycoming College Counseling Services,https://www.lycoming.edu/counseling/,(570) 321-4258,"One College PlaceWertz Student CenterWilliamsport, PA 17701-5192"
Lycoming,Primary Care Physician Office/Health Center,Lycoming County State Health Center,,(570) 327-3400,"1000 Commerce Park DriveSuite 109Williamsport, PA 17701"
Lycoming,Private Psychiatry Practice,Lycoming Healthy Living,https://lycominghealthyliving.com/,(570) 322-5051,"1521 Washington BoulevardWilliamsport, PA 17701"
Clinton,Community Organization,"Lycoming-Clinton mental health program; Crossroads Counseling, Inc.",https://www.lycomingclintoncassp.com/services  https://lycomingclintonmhida.com/mental-health-overview       http://www.crossroadscounselinginc.com/,(570) 748-2262,"8 North Grove StreetLock Haven, PA 17745"
Blair,Primary Care Physician Office/Health Center,Lytle Behavioral Health,http://www.lbhonline.org/,(412) 921-7000,"160 Canal StreetCanal Basin Office CentreHollidaysburg, PA 16648"
Adams,Private Psychiatry Practice,MacGregor Behavioral Health Services,https://www.macgregorbhs.com/,(717) 337-3005,"1400 Proline PlaceSuite 1000Gettysburg, PA 17325"
Lehigh,Community Organization,Malvern Community Health Services,https://malvernchs.com,(610) 266-2656,"881  Marcon Blvd.Allentown, PA 18109"
Berks,Community Organization,Malvern Community Health Services,https://malvernchs.com/,(610) 375-7454,"144 N 6th StreetReading, PA 19601"
Westmoreland,Secondary Schools,Ligonier Valley High School,,,"40 Springer RoadLigonier, PA 15658"
Westmoreland,Secondary Schools,Ligonier Valley Middle School,,(724) 238-6412,"536 Bell StreetLigonier, PA 15658"
Westmoreland,Secondary Schools,Ligonier Valley School District,https://lvsd.edlioschool.com/,(724) 238-5696,"339 West Main StreetLigonier, PA 15658"
Philadelphia,PHP/IOP,Limitless Recovery IOP,,(215) 309-5844,"1206 E Palmer StreetPhiladelphia, PA 19125"
Allegheny,Parent Organization,Lincoln Elementary School,,(412) 344-2147,"2 Ralston PlacePittsburgh, PA 15216"
Chester,College/University,Lincoln University,https://www.lincoln.edu/,(484) 365-8000,"1570 Baltimore PikeLincoln University, PA 19352"
Northumberland,Secondary Schools,Line Mountain High School,https://www.linemountain.com/schools/highschool/,(570) 758-2011,"187 Line Mountain RoadHerndon, PA 17830"
Lackawanna,Community Organization,Little Creek Recovery,,(570) 689-2644,"359 Easton TurnpikeLake Ariel, PA 18436"
Philadelphia,Secondary Schools,Little Flower Catholic Girls HS,https://littleflowerhighschool.org/,(215) 455-6900,"1000 W Lycoming StreetPhiladelphia, PA 19140"
Philadelphia,PHP/IOP,Livengrin Foundation,,(800) 245-4746,"1500 Walnut Street#1051Philadelphia, PA 19102"
Clearfield,College Counseling Center,Lock Haven University Clearfield Campus Counseling Services,https://www.lockhaven.edu/success/counseling/,(814) 768-3405,"201 University DriveClearfield, PA 16830"
Clinton,College Counseling Center,Lock Haven University Counseling Services,https://www.lockhaven.edu/success/counseling/,(570) 412-2479,"129 Ulmer HallLock Haven, PA 17745"
Clinton,College/University,Lock Haven University of Pennsylvania,https://lockhaven.edu/,(570) 412-2027,"401 N. Fairview StreetLock Haven, PA 17745"
Allegheny,Secondary Schools,Logan Elementary School,https://www.eawildcats.net/Page/13,(412) 824-8012,"1154 Jacks Run RoadNorth Versailles, PA 15137"
Allegheny,Parent Organization,Logan Elementary School PTO,,,"301 N. Sycamore St.Altoona, PA 16602-7004"
Washington,Private Psychiatry Practice,"Lotus Hope Counseling, LLC",https://www.lotushopecounseling.com/,(724) 470-9910,"87 East Maiden StreetSuite 32Washington, PA 15301"
Lehigh,Secondary Schools,Louis E. Dieruff High School,https://drf.allentownsd.org/,(412) 765-5500,"815 N Irving StreetAllentown, PA 18109"
Bucks,General Hospital,Lower Bucks Hospital,,,"501 Bath Rd.Bristol, PA 19007"
Bucks,Crisis Center/Hospital,Lower Bucks Hospital Community Health Center,,(215) 785-9200,"501 Bath RoadBristol, PA 19007"
Lycoming,Secondary Schools,Loyalsock Township High School,https://www.ltsd.k12.pa.us/schools/loyalsock-township-high-school/,(570) 326-3581,"1801 Loyalsock DriveWilliamsport, PA 17701"
Lehigh,General Hospital,Lehigh Valley Hospital – Muhlenberg,,,"2545 Schoenersville Rd.Bethlehem, PA 18017"
Lehigh,Community Organization General Hospital,Lehigh Valley Hospital- Cedar Crest,https://www.lvhn.org/locations/lehigh-valley-hospital-cedar-crest         https://www.lvhn.org/locations/lehigh-valley-hospital-cedar-crest/accepted-insurances,(610) 402-8000,"1200 South Cedar Crest Blvd.Allentown, PA 18103-6202"
Schuylkill,General Hospital,Lehigh Valley Hospital Schylkill- E. Norwegian Street,https://www.lvhn.org/locations/lehigh-valley-hospital-schuylkill-e-norwegian-street,(570) 621-4000,"700 East Norwegian StreetPottsville, PA 17901-2710"
Monroe,General Hospital,"Lehigh Valley Hospital, Pocono, Adult Behavioral Health Services",https://www.lvhn.org/locations/adult-behavioral-health-services-pocono#scroll,(888) 402-5846,"206 E. Brown StreetEast Stroudsburg, PA 18301"
Schuylkill,Psychiatric Hospital,Lehigh Valley Hospital-Schuylkill Adult Behavioral Health,https://www.lvhn.org/locations/lehigh-valley-hospital-schuylkill-adult-behavioral-health,(570) 621-5673,"420 South Jackson StreetPottsville, PA 17901"
Carbon,Primary Care Physician Office/Health Center,"Lehigh Valley Wellness and Recovery Center, Carbon County Office",,(610) 826-2320,"217 Franklin AvenueSuite 106Palmerton, PA 18071"
Carbon,Secondary Schools,Lehighton Area High School,,(610) 377-6180,"1 Indian LaneLehighton, PA 18235"
Carbon,Secondary Schools,Lehighton Area High School,,,"1 Indian Ln.Lehighton, PA 18235"
Carbon,Secondary Schools,Lehighton Area High School Guidance Office,https://websites.pdesas.org/Index/ViewWebPage?websitePageId=91821,,"1 Indian Lane Lehighton, PA 18235"
Carbon,Parent Organization Secondary Schools,Lehighton Area Middle School; PTO,,(610) 377-6535,"301 Beaver Run RoadLehighton, PA 18235"
Carbon,Secondary Schools,Lehighton Area School District,https://www.lehighton.org/Page/9,(610) 377-4490,"1000 Union StreetLehighton, PA 18235"
Carbon,Primary Care Physician Office/Health Center,Lehighton Family  Medicine,,,"432 S 9th St.Lehighton, PA 18235"
Pike,Parent Organization Secondary Schools,Lehman Intermediate School; PTO,,(570) 588-4410,"257 Timberwolf DriveDingmans Ferry, PA 18328"
Bucks,Community Organization,Lenape Valley Foundation,https://www.lenapevf.org/,(215) 345-5300,"500 N West StreetDoylestown, PA 18901"
Westmoreland,Parent Organization Secondary Schools,Level Green Elementary School; PTO,https://lg.penntrafford.org/    https://www.lgpto.com/,(412) 372-6603,"650 Cypress CourtTrafford, PA 15085"
Mifflin,Primary Care Physician Office/Health Center,Lewistown Community Health Center,https://primary-health.net/LocationDetail.aspx?id=78,(717) 447-0340,"106 Derry Heights BoulevardYeagertown, PA 17099"
Allegheny,Parent Organization,Liberty K-5 LEAF,,(412) 529-8450,"601 Filbert StPittsburgh, PA 15232"
Centre,Parent Organization Secondary Schools,Liberty-Curtin Elementary School; PTO,,(570) 893-4900,"11125 North Eagle Valley RoadBlanchard, PA 16826"
Allegheny,Community Organization,Light of Light Rescue Mission,https://www.lightoflife.org/,(412) 258-6100,"913 Western Ave.Pittsburgh, PA 15233"
Westmoreland,Secondary Schools,Ligonier Valley High School,,(724) 238-9531,"40 Springer RoadLigonier, PA 15658"
Lawrence,Community Organization,Lawrence County Mental Health & Developmental Services,https://lawrencecountypa.gov/departments/mental-healthdevelopment-services/,(724) 658-2538,"439 Countyline StreetNew Castle, PA 16101"
Lawrence,Community Organization,Lawrence County Mental Health and Wellness,https://lawrencecountymhw.com/,(724) 856-3167,"3411 Wilmington RoadNew Castle, PA 16105"
Lawrence,Primary Care Physician Office/Health Center,Lawrence County State Health Center,,(724) 656-3088,"103 Nesbitt RoadSuite 102New Castle  Phone:  (724) 656-3088, PA 16105"
Chester,Primary Care Physician Office/Health Center,LCH Health and Community Services,https://lchcommunityhealth.org/,(610) 444-7550,"371 West Cypress StreetKennett Square, PA 19348"
Lebanon,Primary Care Physician Office/Health Center,Lebanon Couny State Health Center,,(717) 272-2044,"9 N. 9th St.Lebanon, PA 17046"
Lebanon,College/University,Lebanon Valley College,https://www.lvc.edu/,(717) 867-6181,"101 N. College AvenueAnnville, PA 17003"
Erie,General Hospital,LECOM Health – Corry Memorial Hospital,,,"965 Shamrock Ln.Corry, PA 16407"
Erie,General Hospital,LECOM Health – Millcreek Community Hospital,,,"5515 Peach St.Erie, PA 16509"
Erie,Primary Care Physician Office/Health Center,LECOM Institute for Behaioral Health – Child and Adolescent Services,https://lecomhealth.com/clinical-practices/practice-locations/institute-for-behavioral-health/,(814) 454-3174,"4740 Peach StreetAdult ServicesErie, PA 16509"
Westmoreland,Secondary Schools,Leechburg Area School District,https://www.leechburg.k12.pa.us/#,,"210 Penn AvenueLeechburg, PA 15656"
Westmoreland,Secondary Schools,Leechburg Middle/Senior High School,https://mshs.leechburg.k12.pa.us/,(724) 845-7701 Ext: 101,"215 First StreetLeechburg, PA 15656"
Lehigh,College Counseling Center College/University,Lehigh Carbon Community College; Lehigh Carbon Community College Counseling Center and Servces,https://www.lccc.edu/    https://www.lccc.edu/academics/academic-advising/counseling-center-and-services,(610) 799-2121,"4525 Education Park DriveSSC 126Schnecksville, PA 18078"
Lehigh,Community Organization,Lehigh County Mental Health Program,https://www.lehighcounty.org/Departments/Human-Services/Mental-Health,(610) 782-3135,"17 South Seventh StreetGovernment CenterAllentown, PA 18101"
Lehigh,Primary Care Physician Office/Health Center,Lehigh County State Health Center,,(610) 821-6770,"3730 Lehigh St.Suite 206Whitehall, PA 18052"
Lehigh,Secondary Schools,Lehigh Parkway Elementary School,https://lep.allentownsd.org/,(412) 765-4440,"1708 Coronado StreetAllentown, PA 18103"
Northampton,College/University,Lehigh University,https://www1.lehigh.edu/,(610) 758-3000,"27 Memorial Drive W.Bethlehem, PA 18015"
Schuylkill,Community Organization,Lehigh Valley Health Network Center for Counseling Services,https://www.lvhn.org/locations/lvhn-center-counseling-services,(570) 622-5898,"502 South 2nd StreetSaint Clair, PA 17970"
Lehigh,Primary Care Physician Office/Health Center,Lehigh Valley Health Network Mental Health Clinic,https://www.lvhn.org/locations/mental-health-clinic-17th-street,(610) 402-1155,"17th & ChewThird Floor   P.O. Box 7017Allentown, PA 18105-7017"
Lehigh,General Hospital,Lehigh Valley Hospital- Cedar Crest,,,"1200 South Cedar Crest Blvd.Allentown, PA 18103-6202"
Luzerne,General Hospital,Lehigh Valley Hospital – Hazelton,,,"700 E. Broad St.Hazleton, PA 18201"
Wayne,Secondary Schools,Lakeside Elementary School,,(570) 253-6820,"129 Lakeside DriveHonesdale, PA 18431"
Lancaster,Crisis Center/Hospital Psychiatric Hospital,Lancaster Behavioral Health Hospital,https://www.lancastergeneralhealth.org/patient-and-visitor-information/find-a-location/lancaster-behavioral-health-hospital,(717) 740-4100,"333 Harrisburg AvenueLancaster, PA 17603"
Lancaster,College/University,Lancaster Bible College,https://www.lbc.edu/,(717) 569-7071,"901 Eden RoadLancaster, PA 17601"
Lancaster,Primary Care Physician Office/Health Center,Lancaster County State Health Center,,(717) 299-7597,"1661 Old Philadelphia PikeLancaster, PA 17602"
Lancaster,Primary Care Physician Office/Health Center,Lancaster General Health Physicians Behavioral Health,https://www.lancastergeneralhealth.org/practices/behavioral-health,(717) 560-3782,"802 New Holland Ave.Suite 100Lancaster, PA 17602"
Lancaster,General Hospital,Lancaster General Hospital,https://www.lancastergeneralhealth.org/patient-and-visitor-information/find-a-location/lancaster-general-hospital,(717) 544-5511,"555 North Duke StreetLancaster, PA 17602"
Lancaster,College/University,Lancaster Theological Seminary,https://www.lancasterseminary.edu/,(717) 393-0654,"555 West James StreetLancaster, PA 17603"
Allegheny,Parent Organization,Lancer Parent Educator Partnership,http://www.lancerpep.org/,,"PO Box 26Bairdford, PA 15006"
Philadelphia,Secondary Schools,Lankenau Environmental Science HS,https://lankenau.philasd.org/,(215) 400-3420,"201 Spring LanePhiladelphia, PA 19128"
Montgomery,General Hospital,Lankenau Medical Center,,,"100 E Lancaster Ave.Wynnewood, PA 19096"
Westmoreland,Parent Organization Secondary Schools,Latrobe Elementary School; PTO,https://www.glsd.us/,(724) 539-4200,"20 Cedar StreetLatrobe, PA 15650"
Allegheny,Primary Care Physician Office/Health Center,Latterman Clinic,,,"2347 5th Ave.McKeesport, PA 15132"
Tioga,Primary Care Physician Office/Health Center,Laurel Behavioral Health,https://laurelhc.org/index.php/services/laurel-behavioral-and-mental-health,(570) 723-0620,"114 East AvenueWellsboro, PA 16901"
Tioga,Primary Care Physician Office/Health Center,Laurel Health Center- Wellsboro,https://laurelhc.org/index.php/laurel-health-centers,(570) 724-1010,"7 Water StreetWellsboro, PA 16901"
Tioga,Primary Care Physician Office/Health Center,Laurel Health Centers,www.laurelhc.org,(833) 528-7354,"40 West Wellsboro StreetMansfield, PA 16933"
Fayette,Secondary Schools,Laurel Highlands High School,https://www.lhsd.org/high-school-guidance,(724) 437-4741,"300 Bailey AvenueUniontown, PA 15401"
Franklin,Community Organization,Laurel Life,https://www.laurellife.com/,(717) 375-4834,"7564 Brown's Mill RoadChambersburg, PA 17202"
Westmoreland,Secondary Schools,Laurel Valley Elementary School,,(724) 235-2723,"137 Education LaneNew Florence, PA 15944"
Lawrence,Community Organization,Lawrence County C.A.R.E.S. Center,https://www.lawrencecountycares.com/aboutus,(724) 657-0226,"708 W. Washington StreetNew Castle, PA 16101"
Lawrence,Primary Care Physician Office/Health Center,Lawrence County Medical Associates,https://lcmahealth.com/,(724) 658-7550,"2520 Wilmington RoadNew Castle, PA 16105"
Westmoreland,Parent Organization Secondary Schools,North Primary School; PTO,,(724) 845-2032,"1048 School RoadLeechburg, PA 15656"
Westmoreland,Secondary Schools,Kiski Area School District,https://www.kiskiarea.com/,(724) 845-2022,"200 Poplar StreetVandergrift, PA 15690"
Westmoreland,Parent Organization Secondary Schools,South Primary School; PTA,,(724) 327-4057,"230 Mamont DriveExport, PA 15632"
Westmoreland,Secondary Schools,Kiski Area Upper Elementary School,,(724) 727-3421,"4350 Route 66Apollo, PA 15613"
Northampton,Community Organization,Kolbe Academy,,,"115 Washington St.Bath, PA 18014"
Centre,Private Psychiatry Practice,"Kristie Packer, LPC",,,"Happy Valley Counseling, LLC1362 S. Atherton St.State College, PA 16801"
Berks,College Counseling Center College/University,Kutztown University of Pennsylvania; Kutztown University Counseling and Psychological Services,https://www.kutztown.edu/     https://www.kutztown.edu/about-ku/administrative-offices/counseling-and-psychological-services.html,(610) 683-4000,"15200 Kutztown Road122 Beck HallKutztown, PA 19530"
Carbon,Parent Organization Secondary Schools,L.B. Morris School; PTO,https://www.facebook.com/LBMorrispta/,(570) 325-2703,"150 West Tenth StreetJim Thorpe, PA 18229"
Allegheny,College/University,La Roche University,https://www.laroche.edu/,(412) 367-9300,"9000 Babcock BoulevardPittsburgh, PA 15237"
Philadelphia,College Counseling Center College/University,La Salle University;  La Salle University Student Counseling Center (SCC),https://www.lasalle.edu/,(215) 951-1000,"1900 W. Onley AvenuePhiladelphia, PA 19141"
